text,label,classification_label,reason,arousal,valence,who,sentiment,emotional_reaction,interpretations,explorations
yeah I think like you should try to contact teachers as well like and maybe you should talk with her friends to know what's going on with her right yeah right,2,2,"The utterance suggests providing advice and support to someone who may be dealing with a situation involving another person. It indicates an understanding of the situation and encourages the listener to take action, which aligns with providing empathy.",0,1,1,1,0,1,0
yeah but do you remember like what we have what we did when were kids like maybe they also try to do some crazy stuff so you have to take a good care of her otherwise like you know sometimes things gonna go bad right,2,0,"The utterance reflects a nostalgic recollection of childhood experiences and a cautionary note about taking care of someone, indicating a concern for the well-being of another person. However, it does not explicitly seek or provide empathy in a direct manner.",0,0,2,2,0,0,0
yeah you should I think like everything gonna be fine just talk to her then maybe you can find a solution for that,2,2,"The utterance provides reassurance and suggests a course of action to help the other person, indicating an understanding of their feelings and a desire to support them.",0.5,1,1,1,1,1,0
"Wow, that's impressive. Did he look buff?",2,0,The utterance is a straightforward inquiry about someone's appearance and does not express or seek emotional understanding or connection. It is fact-oriented and does not involve empathy.,0,2,2,2,0,0,0
yeah 150 kilograms is impressive like for anyone maybe he's like uh he's been working there like for a long time?,2,0,"The utterance is a straightforward observation about someone's weight and a possible inference about their experience, without expressing or seeking emotional understanding. It does not indicate a need for empathy or provide empathetic responses.",0,0,2,2,0,0,0
"It's like, I'm also surprised, like, I had no idea somebody was capable of doing such things.",2,0,"The utterance expresses surprise and disbelief about someone's actions, indicating a personal reaction to a situation rather than seeking or providing empathy. It does not focus on the feelings of another person or seek understanding.",0.5,-0.5,0,2,0,0,0
uh also for me now that i hear about this story i cannot believe somebody just didn't care about the life of their own daughter or like a son i don't believe such people exist in this world,2,0,"The utterance expresses disbelief and emotional intensity regarding a situation involving neglect or lack of care for a child. The speaker is reflecting on their feelings about the story, indicating a personal emotional response rather than seeking or providing empathy to another person.",0.5,-0.8,0,0,1,0,0
"Yes, it's like how people can do these extreme things just based on what they believe or their beliefs. You could say that they sacrificed their unborn son or daughter just because of their beliefs. I think that we should put at a higher level human values and consider life as the most important thing.",2,0,"The utterance expresses a perspective on the importance of human values and life, but it does not explicitly seek or provide empathy. It discusses beliefs and values in a general sense without focusing on personal feelings or emotional experiences.",0,0,2,2,0,0,0
"Yes, I understand the feeling. I feel the same actually. There should be something we can do as a society to protect people, especially those like, they cannot defend themselves, like kids, protect them from the rest of the world.",2,2,"The utterance expresses understanding and shared feelings regarding a sensitive topic, indicating a strong emotional connection and concern for others, particularly vulnerable individuals. This aligns with providing empathy as the speaker acknowledges the feelings of others and suggests a collective action to address the issue.",0.5,0.6,1,1,1,1,0
"I'm happy to hear that story. It's always difficult to start something new because maybe you feel like you will make mistakes. And also you started to play with a new group of people, I understand. Is that correct?",2,2,"The utterance acknowledges the feelings of the other person about starting something new and expresses understanding of their situation, indicating a supportive response.",0.5,1,1,1,1,1,1
So you continue playing with them in the same group? Continue playing Dungeons & Dragons?,2,0,The utterance is a straightforward question about someone's activities and does not express or seek emotional understanding or connection. It is fact-oriented and does not indicate any emotional engagement.,0,2,2,2,0,0,0
awesome it's a great hobby to have,2,0,The utterance expresses a positive sentiment about a hobby but does not indicate any need for empathy or understanding of feelings. It is a straightforward statement without emotional depth or engagement with another person's feelings.,0.5,1,0,1,0,0,0
i don't even know what to say it's like it's horrible how how that could happen such a nice restaurant did you do you complain,2,1,"The utterance expresses a sense of disbelief and concern about a negative event that occurred at a restaurant, indicating a need for understanding and validation of feelings. The speaker is seeking empathy by sharing their emotional reaction to the situation and asking if the other person complained, which suggests they want to discuss the emotional impact of the event.",0.5,-0.7,0,0,-1,-1,-1
right I get it Maybe some people try to actually cheat and do what they thought you was doing. Do you think that's possible or is it just a tactic to protect themselves from these mistakes?,2,2,The utterance reflects an understanding of the other person's situation and poses a question that encourages exploration of their feelings and thoughts. It shows an attempt to provide empathy by acknowledging the possibility of others' motivations and inviting the other person to share their perspective.,0,0,1,2,0,1,1
"Right, so you had the evidence. So just a shame. They lost a customer.",2,0,The utterance is a straightforward observation about a situation without expressing or seeking emotional understanding. It does not reflect a need for empathy or provide any empathetic response.,0,0,2,2,0,0,0
"Wow. It's like something happened. These kind of things happen only in the movies. It's like wow. I'd be also so scared if that happens to me. So do you think it actually happened? So, you think it was actually a ghost?",2,2,"The utterance expresses a sense of wonder and fear regarding a potentially frightening situation, indicating an understanding of the other person's feelings. The speaker is engaging with the listener's experience and prompting them to share more about their thoughts, which suggests a desire to provide empathy.",0.5,0.2,1,1,1,1,1
what did you do are you okay,2,2,"The utterance appears to be a question directed towards another person, expressing concern for their well-being. It suggests an interest in understanding the other person's feelings, which aligns with providing empathy.",0,1,1,1,0,0,0
I understand I do the same like at least for for a while just a point going the same place where this weird thing happened it's hopefully nothing bad like that is gonna happen to you again,2,2,"The utterance expresses an understanding of the other person's feelings and experiences, indicating a shared experience and concern for their well-being. It reflects an empathetic response to the situation described.",0.2,0.5,1,1,1,1,0
"Yeah, this kind of thing sometimes happens. Is there someone you think that has a grudge on you or something?",2,2,"The utterance suggests an attempt to understand the feelings of the other person by asking a specific question about their situation, indicating a level of engagement and concern for their emotional state.",0,0,1,2,0,1,1
it was bad dangerous an accident could happen because of that I'd be angry too,2,2,"The utterance expresses an understanding of the feelings associated with a dangerous situation and acknowledges the potential for anger, indicating a recognition of the other person's emotions.",0.5,-0.5,1,0,1,1,0
I'm sorry to hear that,2,2,"The utterance expresses sympathy and acknowledges the feelings of another person, indicating an understanding of their situation.",0,1,1,1,1,1,0
Great news? I'm happy for her. I'm sure that she was great at her previous job and I am sure she will continue to be like really good in this new avenue and she's so so brave.,2,2,"The utterance expresses positive sentiments about another person's achievements and qualities, indicating an understanding and appreciation of their feelings. It reflects a supportive and encouraging attitude, which aligns with providing empathy.",0.5,1,1,1,1,1,0
So that's the reason for her changing careers she wanted to actually help people?,2,0,The utterance is a factual observation about someone's career change and does not express a need for empathy or provide empathetic understanding. It is more of a statement about another person's motivations rather than an emotional exchange.,0,2,2,2,0,0,0
It's an inspiring story. It's great that she could be able to just like that change career into something that she really loves. I'm inspired.,2,0,"The utterance expresses a positive sentiment about someone else's inspiring story and reflects the speaker's own feelings of inspiration. However, it does not seek or provide empathy towards another person's emotional state; rather, it focuses on the speaker's admiration and motivation derived from the story.",0.5,1,0,1,1,0,0
"It's awesome. I'm glad that your, what do you say, your daughter finished college?",2,0,"The utterance expresses positive sentiment and acknowledges the achievement of the other person's daughter, indicating a supportive and congratulatory tone. However, it does not explicitly seek or provide empathy, as it is more of a straightforward acknowledgment of a positive event.",0.5,1,1,1,0,0,0
oh yeah your sister yes I also have a younger brother and he's in college now,2,0,The utterance is a straightforward exchange about family members and does not express a need for empathy or provide empathetic understanding. It is more of a fact-oriented statement rather than an emotional engagement.,0,2,2,2,0,0,0
"Yes, he also needs to pay the rent.",0,0,The utterance is a straightforward statement about a financial obligation and does not express or seek emotional understanding or connection.,0,0,2,2,0,0,0
yeah it sounds very interesting you know you can leave just not after work you can leave right now maybe yeah looking forward to hearing the result and I hope your the boxer from your country will win,2,0,"The utterance is primarily focused on providing information and expressing anticipation about a future event, without any clear emotional engagement or acknowledgment of feelings. It does not seek or provide empathy.",0,1,2,1,0,0,0
"Yeah, it does sound exciting. Do you also play boxing?",2,0,The utterance expresses a neutral response to the previous statement and does not indicate a need for empathy or an empathetic response. It is more of a straightforward inquiry about the other person's activities.,0,0,1,2,0,0,0
"Yeah, yeah, thank you and I hope again I hope your boxer will win the final and I hope you enjoy the show tonight.",2,2,"The utterance expresses well-wishing and support towards another person, indicating a positive sentiment and an intention to provide empathy. However, it does not explicitly seek or provide deep emotional understanding or exploration of feelings.",0.5,1,1,1,0,0,0
I'm sorry to hear that but I also don't know what to do for you. Sorry.,0,2,"The utterance expresses a recognition of the other person's feelings (""I'm sorry to hear that"") but also indicates a lack of understanding or ability to provide support (""I also don't know what to do for you""). This suggests an attempt to provide empathy, but it falls short of fully engaging with the other person's emotional needs.",0,0,1,0,1,0,0
"Yeah, that sounds... Well, I'm sorry for it, but have you ever talked to him in person? Or did you talk to the management company yourself? I think you should try to talk to them before deciding moving.",2,2,"The utterance expresses a degree of understanding and concern for the other person's situation while also encouraging them to take action. The speaker acknowledges the other person's feelings (""I'm sorry for it"") and suggests a course of action, indicating an empathetic response.",0,0,1,1,1,1,1
that sounds scary night. Yeah it must be scary. Were you driving alone or with someone?,2,2,The utterance acknowledges the fear expressed by the other person and seeks to understand their experience by asking a specific question about their situation. This indicates a strong empathetic response.,0.5,0.5,1,1,1,1,1
"Yeah, one thing I could recommend you do, didn't you check the weather forecast before you're going or, well, or you better check the destination. Like you said it was your first time, then maybe you could check the route more closely. Maybe.",2,0,"The utterance provides practical advice and suggestions regarding checking the weather and route, but it does not express understanding or acknowledgment of the other person's feelings or experiences. It is more focused on giving information rather than seeking or providing empathy.",0,2,2,2,0,0,0
"Yeah, please do so. We are worried if you get injured or get an accident. So I hope you enjoy the next time.",2,2,"The utterance expresses concern for the well-being of another person, indicating an understanding of their potential feelings of worry or fear regarding safety. This demonstrates a willingness to provide empathy by acknowledging the other person's feelings and encouraging them positively.",0.5,0.5,1,1,1,1,0
yeah that's disgusting but I think you were caring too much maybe? Or did you ask the staff at the gym?,0,2,"The utterance acknowledges the feelings of the other person by expressing a judgment about their caring nature and suggests a course of action (asking the staff), indicating an understanding of their situation. This reflects an attempt to provide empathy.",0.2,0.1,1,2,0,1,0
"Yes, that is the only thing I think I can tell you. And you know,. do not forget to bring your own drink. Maybe from next time.",0,0,"The utterance is straightforward and fact-oriented, providing a suggestion without expressing or seeking emotional understanding.",0,2,0,2,0,0,0
yeah but you know practice more and I you know I hope you do well but you know just you know be ready and get more practice for that.,0,2,"The utterance expresses encouragement and advice, indicating a desire for the other person to succeed, which aligns with providing empathy. However, it lacks a strong emotional connection or acknowledgment of the other person's feelings.",0.2,0.5,1,1,0,0,0
"Yes, remember last time you had the same situation and on that day you were so confident but then you forgot something to tell. So we don't want you to repeat that kind of thing. So just relax and try to your best and we hope it will be a success.",0,2,"The utterance provides reassurance and encouragement while referencing a past experience of the other person, indicating an understanding of their feelings and a desire to support them. This aligns with the definition of providing empathy.",0.5,0.7,1,1,1,1,0
well yeah I don't well I don't know what to say to you but you were very surprised,0,0,"The utterance reflects a lack of clarity and uncertainty in communication, indicating that the speaker is not actively seeking or providing empathy. It does not express a need to be heard or understood, nor does it demonstrate an understanding of the other person's feelings.",0,0,0,2,0,0,0
"Yeah, it sounds like your cousin, maybe rich enough to buy but sorry I can't tell you more.",0,0,The utterance is primarily factual and does not express or seek emotional understanding or connection. It does not acknowledge feelings or provide any empathetic response.,0,0,2,2,0,0,0
I'm sorry to hear but why don't you just you know go home and get some rest and so that you get recovered or you try not to think too much.,2,2,"The utterance expresses concern for the other person's well-being and suggests a course of action to help them feel better, indicating an understanding of their feelings. This aligns with providing empathy.",0.2,0.5,1,1,1,1,0
or if you have a male friend maybe you know you can talk to him and you know maybe he will understand your situation but sorry I don't that's the only thing I can tell you from my side,0,0,"The utterance suggests a lack of personal understanding or emotional connection to the situation being discussed, while also offering a suggestion for the other person to seek support from a male friend. It does not express personal feelings or emotions, nor does it provide a strong empathetic response. Instead, it is more of a factual statement about what the speaker can offer.",0,0,1,2,0,0,0
"I think there are many bosses that don't want their workers to improve. and maybe your situation is not rare, probably very common. So in this case, maybe it's better that you do your own research or ask some friends for advices like me and then you can get recommendations about how you can improve. Because I also have had bosses that they don't help me at my work. So I think it's kind of common situation.",0,2,"The utterance reflects an understanding of the other person's situation and shares a personal experience that relates to it, indicating a recognition of shared feelings. The speaker is providing empathy by acknowledging the commonality of the experience and offering advice based on their own similar experiences.",0,1,1,1,1,1,0
yes and I don't have the any other recommendation,0,0,The utterance is straightforward and does not express a need for empathy or provide empathetic understanding. It appears to be a factual statement without emotional content.,0,0,0,2,0,0,0
so do you live with your girlfriend,0,0,The utterance is a straightforward question about someone's living situation and does not express or seek emotional understanding or connection.,0,2,1,2,0,0,0
So basically you cannot coordinate to make the cleaning of the house?,0,0,The utterance is a straightforward inquiry about the coordination of cleaning tasks and does not express or seek emotional understanding or support.,0,0,2,2,0,0,0
I think when living with other person it can be difficult and talking it's very important for the relationship so if you cannot maybe understand each other probably in the future it can be harder in other things like having if you get more serious like having maybe child or getting marriage could be more complicated so but yeah but living with your girlfriend it's a good step just to kind of test in the relationship so I think you shouldn't worry about who cleans but if you are having a bad life maybe you need to resolve this.,2,0,"The utterance reflects a perspective on relationship dynamics and emphasizes the importance of communication, suggesting an understanding of the challenges faced in a relationship. However, it does not explicitly seek empathy or provide emotional support to another person. It is more of an informative and advisory statement rather than an empathetic exchange.",0,0,0,2,0,0,0
"Yeah well everybody needs its own space. So I think for the common places in the house, maybe it should be better to share the responsibilities of some days who decides who cleans that area. for example if you have your own space I think it's totally fine if you have your things as you as you want",2,0,"The utterance is focused on discussing responsibilities and sharing tasks in a living space, without expressing personal feelings or seeking emotional support. It is more of a practical suggestion rather than an emotional exchange.",0,0,2,2,0,0,0
yeah I think it's always very important to talk so talk to her and and explain then maybe he can understand you.,2,2,"The utterance encourages someone to communicate their feelings to another person, indicating an understanding of the importance of empathy in relationships. It suggests a desire for the other person to be understood, which aligns with providing empathy.",0,1,1,1,0,1,0
"Well, I don't have any daughter now, so I don't know how you can feel, but I think maybe it's something like you are just get used to it, you have your daughter with you every day at home and at some point she will go and I mean it may be difficult but I haven't had a daughter so I don't know I don't know how can you feel",2,2,"The utterance expresses an attempt to understand the feelings of another person regarding their experience of having a daughter, but it also acknowledges the speaker's lack of personal experience. This indicates a lack of strong emotional connection or understanding, leaning more towards providing empathy without fully grasping the situation.",0,0,1,2,0,0,0
"Well, on the other hand, maybe you can release some responsibility and you can have more space at your home maybe. So you have another room for maybe your friends and I think she will be maybe fine because she is already an adult so I think there is not anything to worry about.",2,2,"The utterance provides suggestions and reassurances to the other person, indicating an understanding of their situation and feelings. It reflects an attempt to alleviate concerns and offer a perspective that could help the other person feel better.",0,1,1,1,0,1,0
"Yeah also for her living alone or in another house with her boyfriend or someone else can be good for personal growing. So I think it's also a good thing, not only for you, but for her.",2,0,"The utterance reflects a perspective on the benefits of living arrangements for personal growth, indicating an understanding of the other person's situation and feelings. However, it does not explicitly seek empathy or express strong emotional reactions.",0,1,2,1,0,0,0
"I'm sorry to hear that, but I haven't understand, did you buy also new equipment or only the new game?",2,0,"The utterance expresses a form of concern and attempts to clarify the situation, indicating an understanding of the other person's feelings while also seeking more information. However, it does not fully engage in providing empathy as it shifts focus back to the details of the conversation rather than deeply acknowledging the other person's feelings.",0,0,1,2,0,0,0
"I see. Well, at least you have a new PC and with new equipment, maybe you should think in a positive way that you can buy new games and for me for that specific requirement and some games sometimes are bad you don't know until you play it so I think probably you can try another one",0,2,"The utterance provides encouragement and suggests a positive perspective on the situation, indicating an understanding of the other person's feelings and experiences. It acknowledges the new PC as a positive aspect while also recognizing the potential for disappointment with games. This reflects an effort to provide empathy.",0.2,0.5,1,1,1,1,0
also if you are doing telework you can use it for making hard stuff programming so you can also take advantage of that equipment and also and get compensation back from your money so I think there is no any loss maybe see it like an investment because the PC will be PC you only have to update software you can have a good advantage of it,0,0,"The utterance is primarily focused on providing information and advice regarding telework and the benefits of using equipment for programming. It does not express personal feelings or seek emotional understanding, nor does it demonstrate an understanding of another person's feelings.",0,1,2,1,0,0,0
"Well, happy birthday. You are already in the middle of the average. Yeah, so, well, I don't know how I can feel at that age, but I think it's also maybe like a goal, because many people don't, unfortunately they don't get 50 years. I think you should be very happy.",2,0,"The utterance expresses a positive sentiment towards the recipient's birthday and acknowledges the significance of reaching the age of 50, suggesting a recognition of the recipient's feelings. However, it does not explicitly seek empathy or provide a deep emotional connection. It is more of a congratulatory statement with a hint of reflection on aging.",0.2,1,1,1,0,0,0
"Yeah, some people get sad when they get older. And some of them, they don't want to share their age. and I don't have any problem with that but I think it's very normal everybody is getting older so I think the important thing is enjoy it and if you have money spend it and do what you like",2,0,"The utterance reflects a neutral observation about aging and the feelings associated with it, without expressing a need for empathy or providing empathetic understanding to another person. It is more of a general statement about aging rather than a personal experience or an emotional response to someone else's feelings.",0,0,2,2,0,0,0
"Maybe bars, clubs, looking for young girls. That's the other thing. Your body is older and some things may not work as well as before. So yeah, maybe you go into the clubs and have fun.",2,0,"The utterance discusses the idea of going to bars and clubs, focusing on the speaker's perspective about aging and its impact on social interactions. It does not express a need for understanding or emotional support, nor does it provide empathy to another person. The conversation is more factual and reflective rather than empathetic.",0,0,0,2,0,0,0
Oh really? such a nice gift from your girlfriend I think it's a very good gift if she took some time to gather up your family and friends. I think friends and family are maybe the best gift you can get especially if you live abroad. Yeah.,2,0,"The utterance expresses a positive sentiment about a gift and acknowledges the effort put into gathering family and friends, indicating an understanding of the emotional significance of the situation. However, it does not explicitly seek empathy or provide a deep emotional connection.",0.2,1,2,1,0,0,0
I think you are really important for your girlfriend. and she tried to do something that made you happy and I think she was right. So I think it's a good gift for me.,2,2,"The utterance expresses understanding and validation of the other person's feelings regarding their girlfriend's actions, indicating a supportive stance. It acknowledges the importance of the other person and their relationship, which aligns with providing empathy.",0.2,0.6,1,1,1,1,0
"Yeah, me too. I'm here and I have studied hard some of my weekends also just at home studying, studying, but I am afraid maybe if I can't, if I cannot pass the exam I will be very disappointed I think so, but I don't like exams, maybe nobody likes, I don't know, But right now the only thing I want to do is finish the exam and see my score",2,1,"The utterance expresses personal feelings of fear and disappointment regarding the exam, indicating a need for understanding and acknowledgment of these emotions. The speaker is sharing their own struggles and concerns, which aligns with seeking empathy.",0.5,-0.5,0,0,-1,-1,-1
"Yeah, two years is a long time. It's like a master degree maybe. So I mean you can finally do the test and be free and yes and I hope you can pass it.",0,0,"The utterance expresses a supportive sentiment towards someone who is likely preparing for a significant test, indicating a desire for the other person to succeed. However, it does not explicitly seek or provide deep emotional understanding or exploration of feelings.",0,1,1,1,0,0,0
"In case you don't pass it, what will you do? Have you think about it? Because it might be kind of a depressing situation, because you studied a lot of time you invested maybe also not only time but money",2,2,"The utterance expresses concern for the other person's feelings regarding a potentially disappointing situation, indicating an understanding of their emotional state and prompting them to reflect on their feelings. This aligns with providing empathy.",0.5,-0.5,1,0,1,1,1
"Yeah, also, I think it's not your case, but for example, people from China, they also study very hard for a couple of months for the university exam. and some of them get very sad if they don't pass, also depresses. But I hope it's not your case.",2,2,"The utterance provides an observation about the experiences of others (students from China) and expresses a hope that the listener is not experiencing the same negative feelings. It acknowledges the potential sadness and depression of others, which indicates an understanding of their feelings, but it does not directly seek empathy from the listener.",0,0,1,2,0,1,0
"Yeah, losing your phone should be a very though situation. And you know, we have everything in our phone. and you probably can't do anything without it. You cannot communicate, and there are no public phones maybe anymore in India. So, and I haven't heard that India is a safe or unsafe country, but I don't think so. so maybe you should you should very you probably experience a very bad situation",2,2,"The utterance expresses understanding and acknowledgment of the feelings associated with losing a phone, indicating that the speaker is providing empathy to the person they are conversing with. The speaker reflects on the implications of losing a phone and suggests that it is a challenging situation, which aligns with the definition of providing empathy.",0.5,0.2,1,1,1,1,0
"In Japan they use something to hang in there, here. I think also that's a good idea, because sometimes you are free hands and that's why you forgot it. But if you have it here maybe, wherever you go you will bring it with yourself. But yeah, be careful.",2,0,The utterance is primarily focused on providing information and suggestions about a practical idea (using something to hang onto) rather than expressing or acknowledging feelings. It does not seek or provide empathy.,0,0,2,2,0,0,0
"Oh, that's so unfortunate. Have you tried to go to the police box or something to discuss the situation?",2,2,"The utterance expresses concern for the other person's situation and suggests a course of action, indicating an understanding of their feelings. It acknowledges the unfortunate nature of the situation while also providing a potential solution, which aligns with providing empathy.",0.5,-0.5,1,0,0,1,0
"Okay, you can talk more to me and if you need something you can tell me. Maybe we can, yeah. Maybe I can help you in case you need some help to talk with the police or something.",2,2,"The utterance expresses a willingness to listen and offer assistance, indicating an understanding of the other person's potential needs. It shows a proactive approach to providing support, which aligns with the definition of providing empathy.",0,1,1,1,1,1,1
"Yeah, that's just over there. And if you need something, you can just come back to this place.",2,0,"The utterance is straightforward and fact-oriented, providing directions or information without expressing or seeking emotional understanding.",0,2,2,2,0,0,0
Oh that's so wonderful like I'm really glad to hear about that. Where are you going to go right now?,2,2,"The utterance expresses positive sentiment and excitement about the other person's experience, indicating a focus on their feelings and situation. The speaker is providing empathy by acknowledging the other person's joy and showing interest in their plans.",0.7,1,1,1,1,1,1
Oh nice like I don't do cycling much but maybe we can meet in downtown like we can eat something and then you can cycle home and I just take the train back home.,2,0,The utterance is primarily focused on making plans and discussing logistics rather than expressing or acknowledging feelings. It does not seek or provide empathy.,0,1,0,2,0,0,0
yes we can even have a race like which one is faster the train or the bike,2,0,"The utterance is a straightforward suggestion for a race between a train and a bike, lacking emotional content or a need for empathy. It does not express feelings or seek understanding.",0,2,2,2,0,0,0
"Oh yeah, I heard that. She told me about this incident. I'm really sorry for that. Do you have plans with your friends? Maybe if you hang out or something, you can release the emotion and forget about it a bit?",2,2,"The utterance expresses understanding and concern for the other person's feelings regarding an incident, indicating a desire to provide emotional support. The speaker acknowledges the situation and suggests a way to cope, which aligns with providing empathy.",0.2,0.5,1,1,1,1,1
I think maybe you just need to take it one step at a time and if there's something you can always talk to her as well you've been knowing her for quite some time,2,2,The utterance provides supportive advice and encourages the other person to take things slowly while also suggesting they communicate with someone they trust. This indicates an understanding of the other person's feelings and a willingness to help them navigate their situation.,0.2,0.5,1,1,1,1,0
"yeah that's good and if there's anything i know i haven't known you for quite long but maybe if If you want to talk, I can help. Just tell me.",2,2,"The utterance expresses a willingness to provide support and an invitation for the other person to share their feelings, indicating an understanding of the potential need for empathy.",0.2,0.5,1,1,1,1,1
Thank you very much for the warm welcome and I'm very delighted that I can join this company. Maybe you can tell more about the team or the people inside there.,0,0,"The utterance expresses gratitude and a positive sentiment about joining the company, while also seeking more information about the team and people, indicating a desire to connect and understand the environment better. However, it does not explicitly seek emotional support or express personal feelings that need acknowledgment.",0.5,1,0,1,0,0,0
Thank you very much and I think for now I still don't know a lot of things so I really appreciate your help.,0,0,"The utterance expresses gratitude and acknowledges a lack of knowledge, indicating a need for assistance and understanding. However, it does not explicitly seek emotional support or express feelings that require empathy.",0,1,0,1,0,0,0
"Thank you again. And yeah, let's begin the orientation. How about it?",0,0,The utterance is straightforward and focuses on initiating a task (orientation) without expressing or seeking emotional support or understanding.,0,2,0,2,0,0,0
I cannot believe that people do that. I mean this is in Japan where the cleanliness is like one of the important thing and a mom letting a son to do such thing.,2,0,"The utterance expresses disbelief and frustration about a situation involving cleanliness in Japan, but it does not seek or provide empathy towards another person. It is more of an observation or commentary on societal behavior rather than an emotional exchange.",0.5,-0.5,0,0,0,0,0
yeah i bet that it will not taste good at all isn't it? And it's I don't know how long it's been there. It's scary.,2,1,"The utterance expresses concern and fear about the state of food, indicating a need for understanding and validation of those feelings. The speaker is reflecting on their own feelings of fear and uncertainty, which aligns with seeking empathy.",0.5,-0.5,0,0,-1,-1,-1
Okay I hope it's okay but yeah I cannot help to but imagine the situation and I feel a bit disgusted.,2,1,"The utterance expresses a personal emotional reaction to a situation, indicating a level of discomfort and a need for understanding. The speaker is sharing their feelings, which suggests a desire to be heard and acknowledged.",0.5,-0.5,0,0,1,0,0
"Oh yeah, I think we're going to a very nice destination in this flight. What is your plan when you arrive in the destination?",0,0,"The utterance is focused on discussing a travel destination and asking about the other person's plans, which indicates a straightforward exchange without any emotional depth or need for empathy.",0,1,1,2,0,0,0
Yeah and I think that's a very good plan and yeah I think the weather is nice and the food will be nice and everything I think it will be perfect holiday and hope the flight will be safe.,0,0,"The utterance expresses a positive sentiment about a planned holiday, focusing on the details of the trip and expressing hope for a safe flight. It does not indicate a need for empathy or an understanding of another's feelings.",0.5,1,0,1,0,0,0
"Oh, actually, look at this, like we go to the same destination, so I'm expecting also a good vacation there.",2,0,The utterance is focused on sharing a positive expectation about a vacation and does not express a need for understanding or acknowledgment of feelings. It is more of a factual statement about a shared experience rather than an emotional exchange.,0,1,0,1,0,0,0
"Oh my god, what did you do? Did you try to find out about that guy that tried to pay for you? Or did you try to order more or something?",2,0,"The utterance expresses curiosity and seeks to understand the actions of the other person, indicating a focus on the other person's experience rather than the speaker's own feelings. However, it does not explicitly acknowledge or validate the other person's emotions, nor does it provide emotional support or exploration of feelings.",0,0,1,2,0,0,0
oh so it's a female like oh my god maybe that will be your wife in the future and yeah i thought this kind of thing just happened in a movie like i could imagine that,2,0,"The utterance expresses a light-hearted and imaginative reaction to a situation, but it does not indicate a need for empathy or an understanding of another's feelings. It is more focused on a hypothetical scenario rather than engaging with someone's emotional state.",0.2,0.5,2,2,0,0,0
oh i'm so glad to hear that but like in the date like just watch out maybe there's a secret camera that's indeed the way of the show right,2,0,"The utterance expresses a mix of positive sentiment about hearing good news but also introduces a cautionary note, suggesting a concern for the other person's well-being. However, it does not explicitly seek or provide empathy in a clear manner.",0.2,0.5,1,1,0,0,0
"Oh, I'm sorry to hear that. Did you try to find out about the person that unleashed the dog that's so irresponsible?",2,2,"The utterance expresses concern for the other person's situation and acknowledges their feelings about the irresponsible behavior of the dog owner. It also invites further discussion about the issue, indicating an understanding of the emotional impact on the person being addressed.",0.5,0.5,1,1,1,1,1
that's so unfortunate and yeah I hope the police will find it it's so irresponsible is creating a lot of I mean you cannot go to work and you cannot also like walk well and everything is such a huge burden also physically and mentally I guess you cannot imagine that someone just like bite you in the middle of the street,2,2,"The utterance expresses understanding and concern for the feelings of someone who has experienced a distressing situation, indicating a strong emotional response to their plight. The speaker acknowledges the burden and impact of the situation, which aligns with providing empathy.",0.5,-0.5,1,0,1,1,0
is it possible to file like work from home? but yeah if you need to come to work like maybe just take it easy don't force yourself too much,2,2,"The utterance expresses concern for the other person's well-being while also addressing a question about work arrangements. It acknowledges the need for flexibility and care, indicating an understanding of the other person's situation.",0,1,1,1,1,1,0
So once I felt like I really trust my dog when I could just let him off the leash and he would just follow me around. I feel like I could trust him then.,2,0,"The utterance reflects a personal experience of trust and connection with the dog, indicating a sense of emotional sharing but does not explicitly seek or provide empathy towards another person. It is more of a self-reflective statement about the speaker's feelings towards their dog.",0,1,0,1,0,0,0
"Yes, he is a really really good dog. He's a good boy and I can trust that he behaves even though we sometimes have like many people going around there",2,0,"The utterance expresses a positive sentiment about a dog, indicating trust and affection. It does not seek or provide empathy, as it is more of a straightforward statement about the dog's behavior and the speaker's feelings towards the dog.",0.5,1,0,1,0,0,0
So once I felt really really sad when my friends just cancelled my birthday dinner that they told me like a week before that that we will have it and then they just cancelled out of the blue.,1,1,"The utterance expresses a personal experience of sadness due to friends canceling a planned event, indicating a need for understanding and acknowledgment of feelings.",0.5,-0.5,0,0,-1,-1,-1
"They said that they were all busy and they had something but I don't know, I think they just made an excuse there, which made me really sad.",1,1,"The utterance expresses a personal feeling of sadness due to perceived rejection or lack of attention from others, indicating a need for understanding and acknowledgment of those feelings.",0.5,-0.5,0,0,-1,-1,-1
I recently went to the water park and it was like super super fun like I have never gone there and and well now I have and it's great,1,0,"The utterance expresses a positive experience and excitement about visiting the water park, but it does not seek or provide empathy. It is primarily a statement about a personal experience without any emotional support or acknowledgment of feelings.",0.8,1,0,1,0,0,0
"Oh, I went alone, which sometimes you would think it's like bad, but no, I had a really fun time.",1,0,"The utterance reflects a personal experience where the speaker shares their feelings about going alone and emphasizes that it was a positive experience. There is no indication of seeking or providing empathy towards another person; rather, it is a straightforward expression of their own feelings.",0.5,1,0,1,0,0,0
I was recently very afraid because I saw a huge spider just while I was taking a shower. like I was just there and suddenly opened my eyes and there was this huge spider and it moved so fast oh it was it was very scary,1,1,"The utterance expresses a personal experience of fear and seeks acknowledgment of that fear. The speaker is sharing a challenging situation and their emotional response to it, indicating a need to be heard and understood.",0.8,-0.6,0,0,-1,-1,-1
