text,label,classification_label,reason,arousal,valence,who,sentiment,emotional_reaction,interpretations,explorations
okay I see but like I'm kind of new to here so I thought like seeing animal is not kind of popular here so that's why you haven't seen this kind of animal before right                                                                                                                                                                                                                                                                                                                                                                                ,0,0,"The utterance is a straightforward, fact-oriented exchange where the speaker is trying to understand the other person's experience with seeing a certain type of animal. There is no explicit seeking or providing of empathy.",-0.5,0.5,1,2,-1,-1,0
yeah for me it's not really exciting because like i have seen many animals in my country so yeah                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,0,1,"The speaker is expressing their personal feelings about a situation, indicating a need to be heard and understood.",-0.5,-0.5,0,0,-1,-1,-1
yeah you should because like you can do Safari and you can see many different types of animals there so you should visit sometimes                                                                                                                                                                                                                                                                                                                                                                                                                     ,0,0,"The utterance is a straightforward suggestion or advice about visiting a place, without any explicit emotional content or empathy-seeking/providing behavior.",-1,1,1,1,-1,-1,-1
"Wow, that sounds bad. I think you should keep track of what she's doing right now.                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",0,2,The speaker is providing empathy by acknowledging the negative situation and giving advice.,0.5,-0.5,1,0,0,0,1
yeah I think like you should try to contact teachers as well like and maybe you should talk with her friends to know what's going on with her right yeah right                                                                                                                                                                                                                                                                                                                                                                                         ,0,2,The speaker is providing empathy by suggesting actions to understand the situation better.,0,0.5,1,1,-1,-1,1
yeah but do you remember like what we have what we did when were kids like maybe they also try to do some crazy stuff so you have to take a good care of her otherwise like you know sometimes things gonna go bad right                                                                                                                                                                                                                                                                                                                               ,0,2,The speaker is providing empathy by understanding the feelings of the person they're talking to and giving advice based on their shared past experiences.,0.5,0.5,1,1,-1,1,0
yeah you should I think like everything gonna be fine just talk to her then maybe you can find a solution for that                                                                                                                                                                                                                                                                                                                                                                                                                                     ,0,2,The speaker is providing empathy by offering reassurance and suggesting a solution.,0,1,1,1,-1,-1,0
"Wow, that's impressive. Did he look buff?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",2,0,"The utterance is a straightforward, fact-oriented exchange without seeking or providing empathy.",-0.5,0.5,2,1,-1,-1,0
yeah 150 kilograms is impressive like for anyone maybe he's like uh he's been working there like for a long time?                                                                                                                                                                                                                                                                                                                                                                                                                                      ,2,0,"The utterance is a straightforward, fact-oriented exchange about someone's achievement. There is no explicit seeking or providing of empathy.",-0.5,0.5,2,1,-1,-1,0
"It's like, I'm also surprised, like, I had no idea somebody was capable of doing such things.                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",2,1,"The speaker is expressing surprise and disbelief about someone's actions, indicating a need to be heard and understood.",0.5,-0.5,2,0,-1,-1,-1
uh also for me now that i hear about this story i cannot believe somebody just didn't care about the life of their own daughter or like a son i don't believe such people exist in this world                                                                                                                                                                                                                                                                                                                                                          ,2,2,"The speaker is expressing disbelief and shock about someone's actions, indicating they are trying to understand and empathize with the situation.",0.7,-0.7,2,0,1,1,-1
"Yes, it's like how people can do these extreme things just based on what they believe or their beliefs. You could say that they sacrificed their unborn son or daughter just because of their beliefs. I think that we should put at a higher level human values and consider life as the most important thing.                                                                                                                                                                                                                                      ",2,0,"The speaker is expressing their opinion on a general topic, not seeking or providing empathy.",-0.5,-0.5,2,0,-1,-1,-1
"Yes, I understand the feeling. I feel the same actually. There should be something we can do as a society to protect people, especially those like, they cannot defend themselves, like kids, protect them from the rest of the world.                                                                                                                                                                                                                                                                                                               ",2,2,The speaker is providing empathy by expressing understanding of the feelings and suggesting a societal action to protect vulnerable individuals.,0.5,-0.5,1,0,1,1,-1
"I'm happy to hear that story. It's always difficult to start something new because maybe you feel like you will make mistakes. And also you started to play with a new group of people, I understand. Is that correct?                                                                                                                                                                                                                                                                                                                               ",2,2,The speaker is providing empathy by acknowledging the challenges of starting something new and trying to understand the feelings of the person they're talking to.,0,0.5,1,1,0,1,1
So you continue playing with them in the same group? Continue playing Dungeons & Dragons?                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,2,0,"The utterance is a straightforward question about the person's activity, without seeking or providing empathy.",-1,0,1,2,-1,-1,0
awesome it's a great hobby to have                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,2,0,"The utterance is a straightforward, fact-oriented exchange without seeking or providing empathy.",-1,1,1,1,-1,-1,-1
i don't even know what to say it's like it's horrible how how that could happen such a nice restaurant did you do you complain                                                                                                                                                                                                                                                                                                                                                                                                                         ,2,1,"The speaker is expressing confusion and shock about a negative event that happened at a restaurant, and is seeking empathy by asking if the listener complained.",0.5,-0.5,1,0,-1,-1,0.5
right I get it Maybe some people try to actually cheat and do what they thought you was doing. Do you think that's possible or is it just a tactic to protect themselves from these mistakes?                                                                                                                                                                                                                                                                                                                                                          ,2,2,The speaker is trying to understand the feelings of the person they're conversing with and is asking a specific question to help them explore their emotions.,0,0,1,2,-1,0,1
"Right, so you had the evidence. So just a shame. They lost a customer.                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ",2,0,"The utterance is a straightforward, fact-oriented exchange without seeking or providing empathy.",-0.5,-0.5,1,0,-1,-1,-1
"Wow. It's like something happened. These kind of things happen only in the movies. It's like wow. I'd be also so scared if that happens to me. So do you think it actually happened? So, you think it was actually a ghost?                                                                                                                                                                                                                                                                                                                          ",0,2,"The speaker is trying to understand and share the feelings of the person they are talking to, indicating they are providing empathy.",0.5,-0.5,1,0,1,1,1
what did you do are you okay                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,0,2,"The utterance is showing concern for the other person, asking about their well-being and actions, which indicates providing empathy.",0.5,-0.5,1,0,-1,-1,0.5
I understand I do the same like at least for for a while just a point going the same place where this weird thing happened it's hopefully nothing bad like that is gonna happen to you again                                                                                                                                                                                                                                                                                                                                                           ,0,2,The speaker is trying to provide empathy by sharing a similar experience and hoping nothing bad happens to the listener again.,0,0,1,1,-1,1,-1
"Yeah, this kind of thing sometimes happens. Is there someone you think that has a grudge on you or something?                                                                                                                                                                                                                                                                                                                                                                                                                                        ",0,2,The speaker is trying to understand the feelings of the other person by asking a specific question to help them explore their emotions.,0,0,1,2,-1,-1,1
it was bad dangerous an accident could happen because of that I'd be angry too                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,0,2,"The speaker is acknowledging the feelings of another person and validating their anger, which is a form of providing empathy.",0.5,-0.5,1,0,1,1,-1
I'm sorry to hear that                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,0,2,"The utterance ""I'm sorry to hear that"" is a common phrase used to express sympathy or empathy towards someone's situation. It shows that the speaker is acknowledging the other person's feelings or situation, hence providing empathy.",-0.5,-0.5,1,0,0,0,-1
Great news? I'm happy for her. I'm sure that she was great at her previous job and I am sure she will continue to be like really good in this new avenue and she's so so brave.                                                                                                                                                                                                                                                                                                                                                                        ,2,2,The speaker is providing empathy by expressing happiness for the person being discussed and acknowledging her bravery.,0.5,1,2,1,1,1,-1
So that's the reason for her changing careers she wanted to actually help people?                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,2,2,"The utterance is trying to understand the motivations of a third person, showing an attempt to empathize with her decision.",-0.5,0.5,2,1,-1,-1,1
It's an inspiring story. It's great that she could be able to just like that change career into something that she really loves. I'm inspired.                                                                                                                                                                                                                                                                                                                                                                                                         ,2,0,"The utterance is a comment about a third person's situation, expressing admiration and inspiration. It does not seek or provide empathy.",0.5,1,2,1,-1,-1,-1
"It's awesome. I'm glad that your, what do you say, your daughter finished college?                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",0,2,"The speaker is showing interest in the listener's life and expressing happiness for their daughter's achievement, which is a form of providing empathy.",0.5,1,1,1,-1,-1,0.5
oh yeah your sister yes I also have a younger brother and he's in college now                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0,2,The speaker is providing empathy by sharing a similar experience about having a sibling in college.,-0.5,0.5,1,1,-1,1,-1
"Yes, he also needs to pay the rent.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",0,0,"The utterance is a straightforward, fact-oriented statement that neither seeks nor provides empathy.",-1,0,2,2,-1,-1,-1
yeah it sounds very interesting you know you can leave just not after work you can leave right now maybe yeah looking forward to hearing the result and I hope your the boxer from your country will win                                                                                                                                                                                                                                                                                                                                               ,2,2,The speaker is providing empathy by expressing interest in the listener's situation and hoping for a positive outcome for them.,0.5,1,1,1,-1,-1,0
"Yeah, it does sound exciting. Do you also play boxing?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ",2,0,"The utterance is a straightforward question about the other person's activities, without seeking or providing empathy.",-0.5,0.5,1,1,-1,-1,0
"Yeah, yeah, thank you and I hope again I hope your boxer will win the final and I hope you enjoy the show tonight.                                                                                                                                                                                                                                                                                                                                                                                                                                   ",2,0,"The utterance is a straightforward, fact-oriented exchange without seeking or providing empathy.",-0.5,1,1,1,-1,-1,-1
I'm sorry to hear that but I also don't know what to do for you. Sorry.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0,2,"The speaker is acknowledging the other person's feelings and expressing regret for not being able to help, which indicates providing empathy.",-0.5,-0.5,1,0,0,0,-1
"Yeah, that sounds... Well, I'm sorry for it, but have you ever talked to him in person? Or did you talk to the management company yourself? I think you should try to talk to them before deciding moving.                                                                                                                                                                                                                                                                                                                                           ",0,2,The speaker is providing empathy by acknowledging the other person's situation and offering advice.,0,0,1,0,0,0,1
that sounds scary night. Yeah it must be scary. Were you driving alone or with someone?                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,2,2,The speaker is providing empathy by acknowledging the fear in the situation and asking a specific question to understand more about the situation.,0.5,-0.5,1,0,1,1,1
"Yeah, one thing I could recommend you do, didn't you check the weather forecast before you're going or, well, or you better check the destination. Like you said it was your first time, then maybe you could check the route more closely. Maybe.                                                                                                                                                                                                                                                                                                   ",2,2,The speaker is providing empathy by giving advice and suggestions to the person they're conversing with.,-0.5,0.5,1,1,-1,0,1
"Yeah, please do so. We are worried if you get injured or get an accident. So I hope you enjoy the next time.                                                                                                                                                                                                                                                                                                                                                                                                                                         ",2,2,"The speaker is expressing concern for the person they're speaking to, indicating they understand and share their worry, which is a form of providing empathy.",0.5,0.5,1,1,1,0,-1
yeah that's disgusting but I think you were caring too much maybe? Or did you ask the staff at the gym?                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0,2,The speaker is trying to understand the feelings of the person they are talking to and is providing empathy by suggesting possible reasons for the situation and asking questions.,0,0,1,0,-1,0,1
"Yes, that is the only thing I think I can tell you. And you know,. do not forget to bring your own drink. Maybe from next time.                                                                                                                                                                                                                                                                                                                                                                                                                      ",0,0,"The utterance is a straightforward, fact-oriented exchange without seeking or providing empathy.",-1,0,1,2,-1,-1,-1
yeah but you know practice more and I you know I hope you do well but you know just you know be ready and get more practice for that.                                                                                                                                                                                                                                                                                                                                                                                                                  ,0,2,The speaker is providing empathy by encouraging the listener to practice more and expressing hope for their success.,0.5,0.5,1,1,-1,-1,0
"Yes, remember last time you had the same situation and on that day you were so confident but then you forgot something to tell. So we don't want you to repeat that kind of thing. So just relax and try to your best and we hope it will be a success.                                                                                                                                                                                                                                                                                              ",0,2,"The speaker is providing empathy by recalling a past situation, acknowledging the other person's feelings, and offering encouragement for the future.",0.5,0.5,1,1,-1,1,0
well yeah I don't well I don't know what to say to you but you were very surprised                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,0,2,"The speaker is responding to the other person's situation, although not providing a strong empathetic response.",0,0,1,2,0,0,-1
"Yeah, it sounds like your cousin, maybe rich enough to buy but sorry I can't tell you more.                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",0,2,The speaker is trying to understand and respond to the situation of the other person (the cousin).,-0.5,-0.5,1,0,-1,0,-1
I'm sorry to hear but why don't you just you know go home and get some rest and so that you get recovered or you try not to think too much.                                                                                                                                                                                                                                                                                                                                                                                                            ,2,2,The speaker is providing empathy by suggesting solutions to the person they're conversing with. They are acknowledging the other person's situation and offering advice.,0,0.5,1,1,-1,0,0
or if you have a male friend maybe you know you can talk to him and you know maybe he will understand your situation but sorry I don't that's the only thing I can tell you from my side                                                                                                                                                                                                                                                                                                                                                               ,0,2,The speaker is providing empathy by suggesting a solution to the listener's problem and acknowledging their inability to provide further help.,0,0,1,0,-1,0,0
"I think there are many bosses that don't want their workers to improve. and maybe your situation is not rare, probably very common. So in this case, maybe it's better that you do your own research or ask some friends for advices like me and then you can get recommendations about how you can improve. Because I also have had bosses that they don't help me at my work. So I think it's kind of common situation.                                                                                                                            ",0,2,The speaker is providing empathy by sharing their own similar experiences and offering advice based on that.,0,-0.5,1,0,1,1,0
yes and I don't have the any other recommendation                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0,0,"The utterance is a straightforward, fact-oriented exchange without seeking or providing empathy.",-1,0,0,2,-1,-1,-1
so do you live with your girlfriend                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2,0,The utterance is a straightforward question and does not seek or provide empathy.,-1,0,1,2,-1,-1,0
So basically you cannot coordinate to make the cleaning of the house?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2,0,"The utterance is a straightforward question about a practical matter, without seeking or providing empathy.",-0.5,-0.5,1,0,-1,-1,0
I think when living with other person it can be difficult and talking it's very important for the relationship so if you cannot maybe understand each other probably in the future it can be harder in other things like having if you get more serious like having maybe child or getting marriage could be more complicated so but yeah but living with your girlfriend it's a good step just to kind of test in the relationship so I think you shouldn't worry about who cleans but if you are having a bad life maybe you need to resolve this.   ,2,2,The speaker is providing empathy by understanding the situation of the person they are talking to and giving advice based on that understanding.,0,0.5,1,1,-1,1,0
"Yeah well everybody needs its own space. So I think for the common places in the house, maybe it should be better to share the responsibilities of some days who decides who cleans that area. for example if you have your own space I think it's totally fine if you have your things as you as you want                                                                                                                                                                                                                                           ",2,0,"The utterance is a straightforward, fact-oriented exchange about sharing responsibilities in a shared living space. It does not seek or provide empathy.",-0.5,0.5,1,2,-1,-1,-1
yeah I think it's always very important to talk so talk to her and and explain then maybe he can understand you.                                                                                                                                                                                                                                                                                                                                                                                                                                       ,2,2,"The speaker is providing advice and suggesting a course of action, which indicates they are trying to understand and help the person they are speaking to.",0,1,1,1,-1,-1,0
"Well, I don't have any daughter now, so I don't know how you can feel, but I think maybe it's something like you are just get used to it, you have your daughter with you every day at home and at some point she will go and I mean it may be difficult but I haven't had a daughter so I don't know I don't know how can you feel                                                                                                                                                                                                                  ",2,2,"The speaker is trying to understand and relate to the feelings of the other person, even though they don't have a similar experience.",0,-0.5,1,0,0,0,0
"Well, on the other hand, maybe you can release some responsibility and you can have more space at your home maybe. So you have another room for maybe your friends and I think she will be maybe fine because she is already an adult so I think there is not anything to worry about.                                                                                                                                                                                                                                                               ",2,2,The speaker is trying to provide empathy by offering a positive perspective and reassurance about the situation.,-0.5,0.5,1,1,-1,0,0
"Yeah also for her living alone or in another house with her boyfriend or someone else can be good for personal growing. So I think it's also a good thing, not only for you, but for her.                                                                                                                                                                                                                                                                                                                                                            ",2,2,The speaker is providing empathy by understanding the situation and giving a positive perspective about the other person living alone or with her boyfriend.,-0.5,0.5,1,1,-1,0,-1
"I'm sorry to hear that, but I haven't understand, did you buy also new equipment or only the new game?                                                                                                                                                                                                                                                                                                                                                                                                                                               ",2,2,The speaker is providing empathy by acknowledging the other person's situation and asking a specific question to understand more.,-0.5,0,1,2,0,0,1
"I see. Well, at least you have a new PC and with new equipment, maybe you should think in a positive way that you can buy new games and for me for that specific requirement and some games sometimes are bad you don't know until you play it so I think probably you can try another one                                                                                                                                                                                                                                                           ",2,2,The speaker is trying to provide empathy by suggesting a positive perspective to the listener's situation.,-0.5,0.5,1,1,-1,0,0
also if you are doing telework you can use it for making hard stuff programming so you can also take advantage of that equipment and also and get compensation back from your money so I think there is no any loss maybe see it like an investment because the PC will be PC you only have to update software you can have a good advantage of it                                                                                                                                                                                                     ,2,0,"The utterance is providing advice and information about telework and investing in a PC, but it does not seek or provide empathy.",-1,1,1,1,-1,-1,-1
"Well, happy birthday. You are already in the middle of the average. Yeah, so, well, I don't know how I can feel at that age, but I think it's also maybe like a goal, because many people don't, unfortunately they don't get 50 years. I think you should be very happy.                                                                                                                                                                                                                                                                            ",2,2,The speaker is trying to provide empathy by acknowledging the other person's birthday and expressing a positive perspective about reaching the age of 50.,-0.5,0.7,1,1,-1,0,-1
"Yeah, some people get sad when they get older. And some of them, they don't want to share their age. and I don't have any problem with that but I think it's very normal everybody is getting older so I think the important thing is enjoy it and if you have money spend it and do what you like                                                                                                                                                                                                                                                   ",2,0,"The speaker is expressing their opinion on a general topic, not seeking or providing empathy.",-0.5,0.5,2,1,-1,-1,-1
"Maybe bars, clubs, looking for young girls. That's the other thing. Your body is older and some things may not work as well as before. So yeah, maybe you go into the clubs and have fun.                                                                                                                                                                                                                                                                                                                                                            ",2,0,"The utterance is a straightforward, fact-oriented exchange without seeking or providing empathy.",-0.5,0,1,2,-1,-1,-1
Oh really? such a nice gift from your girlfriend I think it's a very good gift if she took some time to gather up your family and friends. I think friends and family are maybe the best gift you can get especially if you live abroad. Yeah.                                                                                                                                                                                                                                                                                                         ,2,2,"The speaker is providing empathy by acknowledging the value of the gift and the effort put into it by the girlfriend. The speaker also shows understanding of the situation, especially considering the context of living abroad.",0.2,0.8,1,1,-1,1,0
I think you are really important for your girlfriend. and she tried to do something that made you happy and I think she was right. So I think it's a good gift for me.                                                                                                                                                                                                                                                                                                                                                                                 ,2,2,The speaker is providing empathy by acknowledging the importance of the listener to their girlfriend and validating the girlfriend's actions.,0,1,1,1,-1,0,-1
"Yeah, me too. I'm here and I have studied hard some of my weekends also just at home studying, studying, but I am afraid maybe if I can't, if I cannot pass the exam I will be very disappointed I think so, but I don't like exams, maybe nobody likes, I don't know, But right now the only thing I want to do is finish the exam and see my score                                                                                                                                                                                                 ",0,1,"The speaker is expressing their fears and concerns about an upcoming exam, indicating a need to be heard and understood.",0.7,-0.5,0,0,-1,-1,-1
