text,label,revised_label,valence,arousal,sentiment,speaker_utterance,predictions_ER,predictions_IP,predictions_EX,response,reason,who,emotional_reaction,interpretations,explorations,classification_label
"Oh, it's soccer. I'm not a big fan of soccer, but I have seen some World Cup matches. Sounds kind of exciting. So I would like to know more about soccer.",0,2,0.5,0.2,positive,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is expressing a mild interest in learning more about soccer, indicating a desire to understand the topic better, but not necessarily seeking emotional support or validation. However, they do show a willingness to engage with the subject, which hints at a form of seeking empathy or understanding, albeit not of a deeply personal or emotional nature."",
    ""arousal"": 0.2,
    ""valence"": 0.5,
    ""who"": 0,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 1
}","The speaker is expressing a mild interest in learning more about soccer, indicating a desire to understand the topic better, but not necessarily seeking emotional support or validation. However, they do show a willingness to engage with the subject, which hints at a form of seeking empathy or understanding, albeit not of a deeply personal or emotional nature.",0,0,0,1,1
"Okay, I know that part but I don't know much about the rules and everything. So you can teach me sometimes.",0,2,0.2,0.0,neutral,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is expressing a lack of knowledge and is asking for guidance, which implies a need for understanding and support, characterizing a seeking of empathy. However, the tone is neutral and inquiring rather than emotional, which suggests a mild seeking of empathy."",
    ""arousal"": 0,
    ""valence"": 0.2,
    ""who"": 0,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 1
}","The speaker is expressing a lack of knowledge and is asking for guidance, which implies a need for understanding and support, characterizing a seeking of empathy. However, the tone is neutral and inquiring rather than emotional, which suggests a mild seeking of empathy.",0,0,0,1,1
"Yeah, let's see how it goes.",0,0,0.0,0.0,neutral,this is a dummy text,0,0,0,"{
    ""reason"": ""The utterance is a general statement without any emotional tone or expression of empathy, either seeking or providing."",
    ""arousal"": 0,
    ""valence"": 0,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The utterance is a general statement without any emotional tone or expression of empathy, either seeking or providing.",2,0,0,0,0
Wow one kilogram of ice cream that sounds a lot. It's like it's because of summer?,0,0,0.5,0.0,neutral,this is a dummy text,0,0,2,"{
    ""reason"": ""The utterance is a straightforward, fact-oriented response to the amount of ice cream and its possible relation to summer, without expressing a need for empathy or providing emotional support."",
    ""arousal"": 0,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The utterance is a straightforward, fact-oriented response to the amount of ice cream and its possible relation to summer, without expressing a need for empathy or providing emotional support.",2,0,0,0,0
"Yeah, makes sense, like, if you don't like the usual food, like, you should try something new.",0,0,0.5,0.0,positive,this is a dummy text,0,0,0,"{
    ""reason"": ""The utterance provides a general acknowledgment and advice, but doesn't specifically address or explore the emotions of another person, nor does it express a need for empathy itself. It's a straightforward, fact-oriented statement with a positive sentiment, encouraging the exploration of new food options."",
    ""arousal"": 0,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The utterance provides a general acknowledgment and advice, but doesn't specifically address or explore the emotions of another person, nor does it express a need for empathy itself. It's a straightforward, fact-oriented statement with a positive sentiment, encouraging the exploration of new food options.",2,0,0,0,0
"Yeah, of course, like, you know, you can do dieting anytime, but like, you have to eat everyday, right?",0,0,0.5,0.0,neutral,this is a dummy text,0,0,0,"{
    ""reason"": ""The conversation is focused on a factual aspect of dieting and eating, without expressing or seeking emotional understanding."",
    ""arousal"": 0,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The conversation is focused on a factual aspect of dieting and eating, without expressing or seeking emotional understanding.",2,0,0,0,0
I think like maybe for now it's okay but like it's better to control that as well,0,0,0.2,0.0,neutral,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is expressing a personal thought and preference for controlling a situation, indicating a desire to be understood but not explicitly seeking empathy or providing it to someone else. The tone is reflective and cautious, without strong emotional intensity or a clear call for empathy."",
    ""arousal"": 0,
    ""valence"": 0.2,
    ""who"": 0,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker is expressing a personal thought and preference for controlling a situation, indicating a desire to be understood but not explicitly seeking empathy or providing it to someone else. The tone is reflective and cautious, without strong emotional intensity or a clear call for empathy.",0,0,0,0,0
oh yeah like that sounds pretty cool but like I'd like to know like where are you from,0,0,0.5,0.0,positive,this is a dummy text,0,0,1,"{
    ""reason"": ""The speaker is showing interest in the other person's background, which could be a precursor to providing empathy, but the utterance itself is more of a straightforward question seeking information."",
    ""arousal"": 0,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 0
}","The speaker is showing interest in the other person's background, which could be a precursor to providing empathy, but the utterance itself is more of a straightforward question seeking information.",2,0,0,1,0
okay I see but like I'm kind of new to here so I thought like seeing animal is not kind of popular here so that's why you haven't seen this kind of animal before right,0,0,0.2,0.0,neutral,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is seeking clarification and understanding about their observation of an animal, indicating a desire to be heard and understood."",
    ""arousal"": 0,
    ""valence"": 0.2,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 1
}","The speaker is seeking clarification and understanding about their observation of an animal, indicating a desire to be heard and understood.",2,0,0,0,1
yeah for me it's not really exciting because like i have seen many animals in my country so yeah,0,0,-0.2,0.0,negative,this is a dummy text,0,2,0,"{
    ""reason"": ""The speaker is expressing a personal sentiment about not finding something exciting, which indicates a need to be heard and understood, but the tone is casual and doesn't explicitly seek empathy or provide it to someone else."",
    ""arousal"": 0,
    ""valence"": -0.2,
    ""who"": 0,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker is expressing a personal sentiment about not finding something exciting, which indicates a need to be heard and understood, but the tone is casual and doesn't explicitly seek empathy or provide it to someone else.",0,0,0,0,0
yeah you should because like you can do Safari and you can see many different types of animals there so you should visit sometimes,0,0,0.5,0.0,positive,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is suggesting a visit to Safari, focusing on the activity and its benefits, without explicitly addressing or seeking to understand the listener's emotions."",
    ""arousal"": 0,
    ""valence"": 0.5,
    ""who"": 1,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker is suggesting a visit to Safari, focusing on the activity and its benefits, without explicitly addressing or seeking to understand the listener's emotions.",1,0,0,0,0
"Wow, that sounds bad. I think you should keep track of what she's doing right now.",0,2,-0.5,0.2,negative,this is a dummy text,0,0,0,"{
    ""reason"": ""The utterance acknowledges the situation as 'bad', indicating understanding of the negative feelings, and then offers advice, showing a form of emotional support and recognition of the situation's impact on the speaker."",
    ""arousal"": 0.2,
    ""valence"": -0.5,
    ""who"": 1,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 1,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 2
}","The utterance acknowledges the situation as 'bad', indicating understanding of the negative feelings, and then offers advice, showing a form of emotional support and recognition of the situation's impact on the speaker.",1,1,1,0,2
yeah I think like you should try to contact teachers as well like and maybe you should talk with her friends to know what's going on with her right yeah right,0,2,0.5,0.2,positive,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is offering advice and suggesting actions to understand a situation involving another person, indicating an attempt to provide support and understanding, thus showing empathy."",
    ""arousal"": 0.2,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 2
}","The speaker is offering advice and suggesting actions to understand a situation involving another person, indicating an attempt to provide support and understanding, thus showing empathy.",2,0,0,1,2
yeah but do you remember like what we have what we did when were kids like maybe they also try to do some crazy stuff so you have to take a good care of her otherwise like you know sometimes things gonna go bad right,0,2,0.2,0.5,positive,this is a dummy text,0,2,0,"{
    ""reason"": ""The speaker is expressing concern for someone's well-being, sharing a personal experience, and offering advice, which indicates an attempt to understand and relate to the other person's situation, thus providing empathy."",
    ""arousal"": 0.5,
    ""valence"": 0.2,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 1,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker is expressing concern for someone's well-being, sharing a personal experience, and offering advice, which indicates an attempt to understand and relate to the other person's situation, thus providing empathy.",2,1,1,0,2
yeah you should I think like everything gonna be fine just talk to her then maybe you can find a solution for that,0,2,0.5,0.2,positive,this is a dummy text,1,0,0,"{
    ""reason"": ""The speaker is attempting to offer reassurance and guidance, indicating an effort to understand and address the emotions of the person they are talking to."",
    ""arousal"": 0.2,
    ""valence"": 0.5,
    ""who"": 1,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 1,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker is attempting to offer reassurance and guidance, indicating an effort to understand and address the emotions of the person they are talking to.",1,1,1,0,2
"Wow, that's impressive. Did he look buff?",2,2,0.5,0.2,positive,this is a dummy text,0,0,2,"{
    ""reason"": ""The conversation is focused on a third-party topic (he) and expresses a neutral to positive sentiment with a question that doesn't necessarily delve into emotional depth, indicating a lack of seeking or providing empathy in the context of emotional support or understanding."",
    ""arousal"": 0.2,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 0
}","The conversation is focused on a third-party topic (he) and expresses a neutral to positive sentiment with a question that doesn't necessarily delve into emotional depth, indicating a lack of seeking or providing empathy in the context of emotional support or understanding.",2,0,0,1,0
yeah 150 kilograms is impressive like for anyone maybe he's like uh he's been working there like for a long time?,2,2,0.5,0.0,positive,this is a dummy text,0,0,2,"{
    ""reason"": ""The utterance is a neutral, fact-oriented comment that acknowledges someone's achievement without expressing a need for empathy or providing emotional support."",
    ""arousal"": 0,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The utterance is a neutral, fact-oriented comment that acknowledges someone's achievement without expressing a need for empathy or providing emotional support.",2,0,0,0,0
"It's like, I'm also surprised, like, I had no idea somebody was capable of doing such things.",2,2,0.2,0.5,positive,this is a dummy text,0,2,0,"{
    ""reason"": ""The speaker expresses surprise and implies a sense of disbelief or astonishment at someone's capability, indicating a need for understanding and acknowledgement of their emotional state, which aligns with seeking empathy. However, the speaker also seems to be sharing their own emotional reaction to a situation, which could be interpreted as providing empathy by acknowledging the surprising nature of the event."",
    ""arousal"": 0.5,
    ""valence"": 0.2,
    ""who"": 0,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 1
}","The speaker expresses surprise and implies a sense of disbelief or astonishment at someone's capability, indicating a need for understanding and acknowledgement of their emotional state, which aligns with seeking empathy. However, the speaker also seems to be sharing their own emotional reaction to a situation, which could be interpreted as providing empathy by acknowledging the surprising nature of the event.",0,1,0,0,1
uh also for me now that i hear about this story i cannot believe somebody just didn't care about the life of their own daughter or like a son i don't believe such people exist in this world,2,2,-0.7,0.8,negative,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is expressing disbelief and horror at the story, indicating a strong emotional response and a desire for understanding and acknowledgment of their feelings."",
    ""arousal"": 0.8,
    ""valence"": -0.7,
    ""who"": 2,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 2,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 1
}","The speaker is expressing disbelief and horror at the story, indicating a strong emotional response and a desire for understanding and acknowledgment of their feelings.",2,2,0,0,1
"Yes, it's like how people can do these extreme things just based on what they believe or their beliefs. You could say that they sacrificed their unborn son or daughter just because of their beliefs. I think that we should put at a higher level human values and consider life as the most important thing.",2,2,0.2,0.5,negative,this is a dummy text,1,1,0,"{
    ""reason"": ""The speaker is expressing a strong opinion about prioritizing human values and considering life as the most important thing, which indicates a desire to be heard and understood on a moral and ethical issue. The use of phrases like 'I think' and the presentation of a personal viewpoint suggest the speaker is seeking acknowledgment and validation of their beliefs."",
    ""arousal"": 0.5,
    ""valence"": 0.2,
    ""who"": 0,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 1
}","The speaker is expressing a strong opinion about prioritizing human values and considering life as the most important thing, which indicates a desire to be heard and understood on a moral and ethical issue. The use of phrases like 'I think' and the presentation of a personal viewpoint suggest the speaker is seeking acknowledgment and validation of their beliefs.",0,1,0,0,1
"Yes, I understand the feeling. I feel the same actually. There should be something we can do as a society to protect people, especially those like, they cannot defend themselves, like kids, protect them from the rest of the world.",2,2,0.2,0.5,positive,this is a dummy text,1,1,0,"{
    ""reason"": ""The speaker acknowledges and shares the feeling, showing understanding and a desire to help, which indicates providing empathy."",
    ""arousal"": 0.5,
    ""valence"": 0.2,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 2,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker acknowledges and shares the feeling, showing understanding and a desire to help, which indicates providing empathy.",2,2,1,0,2
"I'm happy to hear that story. It's always difficult to start something new because maybe you feel like you will make mistakes. And also you started to play with a new group of people, I understand. Is that correct?",2,2,0.5,0.2,positive,this is a dummy text,1,0,2,"{
    ""reason"": ""The speaker is acknowledging and understanding the emotions of starting something new and playing with a new group of people, showing empathy and encouraging the person to share more, hence providing empathy."",
    ""arousal"": 0.2,
    ""valence"": 0.5,
    ""who"": 1,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 1,
    ""interpretations"": 1,
    ""explorations"": 1,
    ""classification_label"": 2
}","The speaker is acknowledging and understanding the emotions of starting something new and playing with a new group of people, showing empathy and encouraging the person to share more, hence providing empathy.",1,1,1,1,2
So you continue playing with them in the same group? Continue playing Dungeons & Dragons?,2,2,0.0,0.0,neutral,this is a dummy text,0,0,2,"{
    ""reason"": ""The utterance is a question about the person's actions and does not express any emotional need or provide emotional support."",
    ""arousal"": 0,
    ""valence"": 0,
    ""who"": 1,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 0
}",The utterance is a question about the person's actions and does not express any emotional need or provide emotional support.,1,0,0,1,0
awesome it's a great hobby to have,2,2,0.8,0.2,positive,this is a dummy text,1,0,0,"{
    ""reason"": ""The utterance expresses a positive sentiment about a hobby, but does not explicitly seek or provide empathy. It's a straightforward, fact-oriented statement."",
    ""arousal"": 0.2,
    ""valence"": 0.8,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The utterance expresses a positive sentiment about a hobby, but does not explicitly seek or provide empathy. It's a straightforward, fact-oriented statement.",2,0,0,0,0
i don't even know what to say it's like it's horrible how how that could happen such a nice restaurant did you do you complain,2,2,-0.7,0.8,negative,this is a dummy text,0,0,2,"{
    ""reason"": ""The speaker is expressing shock and horror at an event, indicating a need for understanding and acknowledgement of their negative emotions, while also asking if the listener complained, showing an interest in the listener's actions or feelings."",
    ""arousal"": 0.8,
    ""valence"": -0.7,
    ""who"": 0,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 1
}","The speaker is expressing shock and horror at an event, indicating a need for understanding and acknowledgement of their negative emotions, while also asking if the listener complained, showing an interest in the listener's actions or feelings.",0,1,0,1,1
right I get it Maybe some people try to actually cheat and do what they thought you was doing. Do you think that's possible or is it just a tactic to protect themselves from these mistakes?,2,2,0.1,0.2,neutral,this is a dummy text,0,0,2,"{
    ""reason"": ""The speaker is exploring the possibility of others cheating and is asking for the listener's opinion, indicating an attempt to understand the listener's perspective and feelings, which is a characteristic of providing empathy."",
    ""arousal"": 0.2,
    ""valence"": 0.1,
    ""who"": 1,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 1,
    ""explorations"": 1,
    ""classification_label"": 2
}","The speaker is exploring the possibility of others cheating and is asking for the listener's opinion, indicating an attempt to understand the listener's perspective and feelings, which is a characteristic of providing empathy.",1,0,1,1,2
"Right, so you had the evidence. So just a shame. They lost a customer.",2,2,-0.5,0.2,negative,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is expressing a negative sentiment towards a situation where a customer was lost, but is directing their comment towards the listener, implying a desire for understanding of the situation's impact."",
    ""arousal"": 0.2,
    ""valence"": -0.5,
    ""who"": 1,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 1
}","The speaker is expressing a negative sentiment towards a situation where a customer was lost, but is directing their comment towards the listener, implying a desire for understanding of the situation's impact.",1,1,0,0,1
"Wow. It's like something happened. These kind of things happen only in the movies. It's like wow. I'd be also so scared if that happens to me. So do you think it actually happened? So, you think it was actually a ghost?",0,2,0.2,0.5,neutral,this is a dummy text,0,2,2,"{
    ""reason"": ""The speaker is expressing surprise and empathy towards an event, but also seeking confirmation and discussion about the event, indicating a mix of providing empathy and seeking more information to understand the situation better."",
    ""arousal"": 0.5,
    ""valence"": 0.2,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 2
}","The speaker is expressing surprise and empathy towards an event, but also seeking confirmation and discussion about the event, indicating a mix of providing empathy and seeking more information to understand the situation better.",2,1,0,1,2
what did you do are you okay,0,2,0.0,0.5,neutral,this is a dummy text,0,0,1,"{
    ""reason"": ""The utterance shows concern for the well-being of the person being addressed, indicating an attempt to understand and acknowledge their feelings, which is characteristic of providing empathy. The question 'are you okay' directly inquires about the person's emotional state, demonstrating an interest in their feelings."",
    ""arousal"": 0.5,
    ""valence"": 0,
    ""who"": 1,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 2
}","The utterance shows concern for the well-being of the person being addressed, indicating an attempt to understand and acknowledge their feelings, which is characteristic of providing empathy. The question 'are you okay' directly inquires about the person's emotional state, demonstrating an interest in their feelings.",1,1,0,1,2
I understand I do the same like at least for for a while just a point going the same place where this weird thing happened it's hopefully nothing bad like that is gonna happen to you again,0,2,0.5,0.2,positive,this is a dummy text,0,2,0,"{
    ""reason"": ""The speaker is expressing understanding and attempting to relate to the listener's experience, indicating a desire to provide comfort and empathy. The phrase 'I understand' and the comparison of their own actions to the listener's situation suggest an effort to connect and offer support."",
    ""arousal"": 0.2,
    ""valence"": 0.5,
    ""who"": 1,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 1,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker is expressing understanding and attempting to relate to the listener's experience, indicating a desire to provide comfort and empathy. The phrase 'I understand' and the comparison of their own actions to the listener's situation suggest an effort to connect and offer support.",1,1,1,0,2
"Yeah, this kind of thing sometimes happens. Is there someone you think that has a grudge on you or something?",0,2,0.0,0.0,neutral,this is a dummy text,0,1,2,"{
    ""reason"": ""The speaker is attempting to understand the situation of the person they are talking to and help them explore their emotions by asking a question about potential causes of their problems, indicating a desire to provide empathy."",
    ""arousal"": 0,
    ""valence"": 0,
    ""who"": 1,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 2
}","The speaker is attempting to understand the situation of the person they are talking to and help them explore their emotions by asking a question about potential causes of their problems, indicating a desire to provide empathy.",1,0,0,1,2
it was bad dangerous an accident could happen because of that I'd be angry too,0,2,-0.5,0.5,negative,this is a dummy text,0,2,0,"{
    ""reason"": ""The speaker acknowledges a negative situation, recognizes the potential danger, and validates the emotional response of anger, showing understanding and empathy towards the person who might be affected by the situation."",
    ""arousal"": 0.5,
    ""valence"": -0.5,
    ""who"": 2,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 2,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker acknowledges a negative situation, recognizes the potential danger, and validates the emotional response of anger, showing understanding and empathy towards the person who might be affected by the situation.",2,2,1,0,2
I'm sorry to hear that,0,2,-0.2,0.2,negative,this is a dummy text,2,0,0,"{
    ""reason"": ""The utterance expresses a feeling of regret or sadness in response to someone else's misfortune, indicating an attempt to understand and acknowledge their emotions."",
    ""arousal"": 0.2,
    ""valence"": -0.2,
    ""who"": 2,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 1,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 2
}","The utterance expresses a feeling of regret or sadness in response to someone else's misfortune, indicating an attempt to understand and acknowledge their emotions.",2,1,1,0,2
Great news? I'm happy for her. I'm sure that she was great at her previous job and I am sure she will continue to be like really good in this new avenue and she's so so brave.,2,2,1.0,0.5,positive,this is a dummy text,1,1,0,"{
    ""reason"": ""The speaker is expressing happiness and admiration for someone who has started a new job, indicating a positive emotional tone and a focus on the other person's feelings and situation, which is a characteristic of providing empathy."",
    ""arousal"": 0.5,
    ""valence"": 1,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 2,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker is expressing happiness and admiration for someone who has started a new job, indicating a positive emotional tone and a focus on the other person's feelings and situation, which is a characteristic of providing empathy.",2,2,1,0,2
So that's the reason for her changing careers she wanted to actually help people?,2,2,0.5,0.0,positive,this is a dummy text,0,0,2,"{
    ""reason"": ""The utterance is inquiring about the motivations behind someone's career change, indicating an interest in understanding their perspective and feelings, which is a characteristic of providing empathy."",
    ""arousal"": 0,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 1,
    ""explorations"": 1,
    ""classification_label"": 2
}","The utterance is inquiring about the motivations behind someone's career change, indicating an interest in understanding their perspective and feelings, which is a characteristic of providing empathy.",2,0,1,1,2
It's an inspiring story. It's great that she could be able to just like that change career into something that she really loves. I'm inspired.,2,2,1.0,0.5,positive,this is a dummy text,1,1,0,"{
    ""reason"": ""The speaker is expressing admiration and inspiration, indicating a positive emotional state and focusing on someone else's story, but also sharing their own emotional response to it, which aligns with seeking to share and understand positive emotions."",
    ""arousal"": 0.5,
    ""valence"": 1,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 1
}","The speaker is expressing admiration and inspiration, indicating a positive emotional state and focusing on someone else's story, but also sharing their own emotional response to it, which aligns with seeking to share and understand positive emotions.",2,1,0,0,1
"It's awesome. I'm glad that your, what do you say, your daughter finished college?",0,2,1.0,0.5,positive,this is a dummy text,1,0,2,"{
    ""reason"": ""The speaker is expressing happiness and acknowledging the listener's positive experience, indicating an attempt to understand and share their feelings."",
    ""arousal"": 0.5,
    ""valence"": 1,
    ""who"": 1,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker is expressing happiness and acknowledging the listener's positive experience, indicating an attempt to understand and share their feelings.",1,1,0,0,2
oh yeah your sister yes I also have a younger brother and he's in college now,0,2,0.5,0.0,positive,this is a dummy text,0,2,0,"{
    ""reason"": ""The speaker is sharing a personal experience in response to the mention of the listener's sister, but the focus shifts to themselves and their own family member, without explicitly expressing understanding or exploring the listener's emotions."",
    ""arousal"": 0,
    ""valence"": 0.5,
    ""who"": 0,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker is sharing a personal experience in response to the mention of the listener's sister, but the focus shifts to themselves and their own family member, without explicitly expressing understanding or exploring the listener's emotions.",0,0,0,0,0
"Yes, he also needs to pay the rent.",0,0,0.0,0.0,neutral,this is a dummy text,0,1,0,"{
    ""reason"": ""The conversation is focused on a factual statement about someone else's responsibility to pay rent, without expressing any emotional support or inquiry into the person's feelings. "",
    ""arousal"": 0,
    ""valence"": 0,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The conversation is focused on a factual statement about someone else's responsibility to pay rent, without expressing any emotional support or inquiry into the person's feelings. ",2,0,0,0,0
yeah it sounds very interesting you know you can leave just not after work you can leave right now maybe yeah looking forward to hearing the result and I hope your the boxer from your country will win,2,2,0.8,0.2,positive,this is a dummy text,1,0,0,"{
    ""reason"": ""The speaker is expressing interest and optimism about an event, but not directly seeking or providing emotional support. The focus is on a factual outcome (the result) and a positive sentiment towards a specific event (a boxing match)."",
    ""arousal"": 0.2,
    ""valence"": 0.8,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker is expressing interest and optimism about an event, but not directly seeking or providing emotional support. The focus is on a factual outcome (the result) and a positive sentiment towards a specific event (a boxing match).",2,0,0,0,0
"Yeah, it does sound exciting. Do you also play boxing?",2,2,0.5,0.0,positive,this is a dummy text,0,0,2,"{
    ""reason"": ""The utterance acknowledges the excitement of the situation and asks a question about the other person's interests, but it does not specifically seek or provide empathy regarding a person's emotions or challenging situations."",
    ""arousal"": 0,
    ""valence"": 0.5,
    ""who"": 1,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 0
}","The utterance acknowledges the excitement of the situation and asks a question about the other person's interests, but it does not specifically seek or provide empathy regarding a person's emotions or challenging situations.",1,0,0,1,0
"Yeah, yeah, thank you and I hope again I hope your boxer will win the final and I hope you enjoy the show tonight.",2,2,0.8,0.2,positive,this is a dummy text,1,0,0,"{
    ""reason"": ""The speaker is expressing positive sentiments and good wishes towards the listener, indicating a desire to be kind and supportive, which aligns with providing empathy by acknowledging and sharing in the positive feelings of another."",
    ""arousal"": 0.2,
    ""valence"": 0.8,
    ""who"": 1,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker is expressing positive sentiments and good wishes towards the listener, indicating a desire to be kind and supportive, which aligns with providing empathy by acknowledging and sharing in the positive feelings of another.",1,1,0,0,2
